project_id,mp_name,state,constituency,work_category,implementing_agency,cost_estimate,sanctioned_amount,actual_expenditure,payment_count,start_date,expected_completion,actual_completion,status,has_tender_on_file,has_mp_recommendation,is_anomaly,anomaly_type,cost_deviation_ratio,expenditure_utilization,delay_days,district_cost_zscore
MPLADS-02519,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Other Public Facilities,Cooperative Society,204000,188000,30600,0,06-08-2023,10-11-2023,,Stalled,TRUE,TRUE,FALSE,,0.92,0.16,569,-1.33
MPLADS-02520,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Other Public Facilities,Zila Parishad,283000,298000,0,0,06-09-2023,26-07-2024,,Not Started,TRUE,TRUE,FALSE,,1.05,0,310,0.98
MPLADS-02521,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Others,Cooperative Society,230000,230000,0,0,14-02-2024,02-09-2024,,Not Started,TRUE,TRUE,FALSE,,1,0,272,-0.62
MPLADS-02522,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Others,Cooperative Society,187000,184000,67200,0,10-03-2024,03-09-2024,,In Progress,TRUE,TRUE,FALSE,,0.98,0.37,271,-1.08
MPLADS-02523,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Railways, Roads, Pathways & Bridges",Zila Parishad,172000,167000,144700,4,23-08-2024,17-07-2025,24-07-2025,Completed,TRUE,TRUE,FALSE,,0.97,0.87,7,-0.84
MPLADS-02524,SARABJEET SINGH KHALSA,Punjab,FARIDKOT(SC),Others,State Rural Dev Agency,282000,311000,250900,2,13-01-2024,07-07-2024,19-07-2024,Completed,TRUE,FALSE,FALSE,,1.1,0.81,12,-0.21
MPLADS-02525,SARABJEET SINGH KHALSA,Punjab,FARIDKOT(SC),Others,Zila Parishad,272000,1054000,867000,0,12-02-2024,08-11-2024,,Stalled,TRUE,TRUE,TRUE,cost_overrun,3.88,0.82,205,2.25
MPLADS-02526,SARABJEET SINGH KHALSA,Punjab,FARIDKOT(SC),Education,Cooperative Society,193000,174000,137300,3,15-02-2023,23-12-2023,12-02-2024,Completed,TRUE,TRUE,FALSE,,0.9,0.79,51,-1.06
MPLADS-02527,SARABJEET SINGH KHALSA,Punjab,FARIDKOT(SC),Other Public Facilities,Gram Panchayat,220000,213000,193400,4,04-07-2023,02-07-2024,29-07-2024,Completed,TRUE,TRUE,FALSE,,0.97,0.91,27,-0.35
MPLADS-02528,SARABJEET SINGH KHALSA,Punjab,FARIDKOT(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,174000,186000,168800,2,05-02-2023,07-01-2024,10-02-2024,Completed,TRUE,TRUE,FALSE,,1.07,0.91,34,-0.64
MPLADS-02529,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Others,Municipal Corporation,636000,654000,303100,1,29-11-2024,09-07-2025,,In Progress,TRUE,TRUE,FALSE,,1.03,0.46,0,-1.16
MPLADS-02530,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Others,District PWD,951000,881000,646300,3,03-12-2024,25-04-2025,,In Progress,TRUE,TRUE,FALSE,,0.93,0.73,37,0.29
MPLADS-02531,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,975000,980000,828200,3,14-06-2023,12-05-2024,21-06-2024,Completed,TRUE,TRUE,FALSE,,1.01,0.85,40,-0.04
MPLADS-02532,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Education,District PWD,1169000,1197000,708500,1,12-01-2023,19-10-2023,,In Progress,TRUE,TRUE,FALSE,,1.02,0.59,591,0.41
MPLADS-02533,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Other Public Facilities,Gram Panchayat,810000,800000,657800,3,07-11-2023,08-03-2024,29-02-2024,Completed,TRUE,TRUE,FALSE,,0.99,0.82,-8,-0.49
MPLADS-02534,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Education,State Rural Dev Agency,1044000,961000,768100,3,29-05-2024,05-02-2025,23-02-2025,Completed,TRUE,TRUE,FALSE,,0.92,0.8,18,-0.13
MPLADS-02535,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Other Public Facilities,Gram Panchayat,881000,964000,809100,2,09-01-2024,31-05-2024,24-06-2024,Completed,TRUE,TRUE,FALSE,,1.09,0.84,24,-0.12
MPLADS-02536,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Other Public Facilities,Cooperative Society,902000,981000,804400,3,21-11-2024,10-07-2025,27-06-2025,Completed,FALSE,TRUE,FALSE,,1.09,0.82,-13,-0.08
MPLADS-02537,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Other Public Facilities,Gram Panchayat,1152000,1202000,1005100,1,27-08-2024,20-06-2025,30-07-2025,Completed,TRUE,TRUE,FALSE,,1.04,0.84,40,0.42
MPLADS-02538,SATPAL BRAHAMCHARI,Haryana,SONEPAT,Sanitation & Public Health,Gram Panchayat,558000,641000,535800,2,21-03-2024,25-09-2024,15-11-2024,Completed,TRUE,TRUE,FALSE,,1.15,0.84,51,1.05
MPLADS-02539,SATPAL BRAHAMCHARI,Haryana,SONEPAT,Other Public Facilities,Municipal Corporation,525000,479000,439700,2,16-04-2024,05-08-2024,18-07-2024,Completed,TRUE,TRUE,FALSE,,0.91,0.92,-18,-0.09
MPLADS-02540,SATPAL BRAHAMCHARI,Haryana,SONEPAT,Other Public Facilities,State Rural Dev Agency,423000,465000,378700,2,11-03-2024,14-01-2025,25-02-2025,Completed,TRUE,TRUE,FALSE,,1.1,0.81,42,-0.22
MPLADS-02541,SATPAL BRAHAMCHARI,Haryana,SONEPAT,"Railways, Roads, Pathways & Bridges",Municipal Corporation,594000,562000,511400,3,01-10-2023,18-03-2024,13-03-2024,Completed,TRUE,FALSE,FALSE,,0.95,0.91,-5,0.14
MPLADS-02542,SATPAL BRAHAMCHARI,Haryana,SONEPAT,Education,District PWD,361000,407000,274000,2,01-11-2023,17-06-2024,,In Progress,TRUE,TRUE,FALSE,,1.13,0.67,349,-0.64
MPLADS-02543,SATPAL BRAHAMCHARI,Haryana,SONEPAT,Other Public Facilities,District PWD,392000,366000,144300,1,28-06-2024,15-01-2025,,In Progress,TRUE,TRUE,FALSE,,0.93,0.39,137,-1.13
MPLADS-02544,SATPAL BRAHAMCHARI,Haryana,SONEPAT,Sanitation & Public Health,Municipal Corporation,487000,522000,202000,0,10-05-2023,25-04-2024,,In Progress,TRUE,TRUE,FALSE,,1.07,0.39,402,0.07
MPLADS-02545,Saumitra khan,West Bengal,BISHNUPUR(SC),Sanitation & Public Health,Cooperative Society,731000,740000,216300,1,20-12-2023,11-11-2024,,Stalled,TRUE,TRUE,FALSE,,1.01,0.29,202,0.5
MPLADS-02546,Saumitra khan,West Bengal,BISHNUPUR(SC),"Railways, Roads, Pathways & Bridges",District PWD,435000,433000,331500,2,20-06-2024,02-03-2025,,In Progress,FALSE,TRUE,FALSE,,1,0.77,91,-0.95
MPLADS-02547,Saumitra khan,West Bengal,BISHNUPUR(SC),Drinking Water Facility,District PWD,488000,460000,303700,2,31-05-2023,19-04-2024,,In Progress,TRUE,TRUE,FALSE,,0.94,0.66,408,-0.82
MPLADS-02548,Saumitra khan,West Bengal,BISHNUPUR(SC),Other Public Facilities,Cooperative Society,522000,526000,381400,2,27-01-2024,03-11-2024,,In Progress,TRUE,TRUE,FALSE,,1.01,0.73,210,-0.53
MPLADS-02549,Saumitra khan,West Bengal,BISHNUPUR(SC),"Railways, Roads, Pathways & Bridges",Municipal Corporation,847000,941000,658700,2,06-11-2023,15-04-2024,14-05-2024,Completed,FALSE,TRUE,FALSE,,1.11,0.7,29,0.97
MPLADS-02550,Saumitra khan,West Bengal,BISHNUPUR(SC),Other Public Facilities,District PWD,599000,549000,348200,1,30-10-2024,15-02-2025,,In Progress,TRUE,TRUE,FALSE,,0.92,0.63,106,-0.44
MPLADS-02551,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),Education,State Rural Dev Agency,346000,396000,158700,0,16-07-2023,08-02-2024,,In Progress,TRUE,TRUE,FALSE,,1.14,0.4,479,0.77
MPLADS-02552,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),Other Public Facilities,Zila Parishad,284000,264000,44500,0,07-09-2023,12-04-2024,,In Progress,FALSE,TRUE,FALSE,,0.93,0.17,415,-0.63
MPLADS-02553,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),Education,State Rural Dev Agency,237000,215000,184800,2,23-03-2024,02-02-2025,27-03-2025,Completed,TRUE,TRUE,FALSE,,0.91,0.86,53,-1.64
MPLADS-02554,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),Drinking Water Facility,Municipal Corporation,307000,297000,231100,1,18-11-2024,27-08-2025,18-08-2025,Completed,TRUE,TRUE,FALSE,,0.97,0.78,-9,-0.5
MPLADS-02555,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),Other Public Facilities,Cooperative Society,356000,365000,273100,2,07-10-2023,12-05-2024,31-05-2024,Completed,TRUE,TRUE,FALSE,,1.03,0.75,19,0.11
MPLADS-02556,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),Sanitation & Public Health,Cooperative Society,362000,390000,308200,2,13-05-2023,22-11-2023,05-12-2023,Completed,TRUE,TRUE,FALSE,,1.08,0.79,13,0.68
MPLADS-02557,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),Sanitation & Public Health,Zila Parishad,311000,349000,302900,2,22-11-2023,29-08-2024,19-10-2024,Completed,TRUE,TRUE,FALSE,,1.12,0.87,51,-0.05
MPLADS-02558,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),"Railways, Roads, Pathways & Bridges",Gram Panchayat,338000,387000,205400,1,07-03-2023,27-09-2023,,In Progress,TRUE,TRUE,FALSE,,1.14,0.53,613,0.76
MPLADS-02559,SAYANI GHOSH,West Bengal,JADAVPUR,Education,Gram Panchayat,477000,520000,379500,2,25-08-2024,03-03-2025,22-04-2025,Completed,TRUE,TRUE,FALSE,,1.09,0.73,50,-1.05
MPLADS-02560,SAYANI GHOSH,West Bengal,JADAVPUR,Education,Gram Panchayat,704000,650000,566900,1,25-07-2024,11-04-2025,13-04-2025,Completed,TRUE,TRUE,FALSE,,0.92,0.87,2,-0.17
MPLADS-02561,SAYANI GHOSH,West Bengal,JADAVPUR,Sanitation & Public Health,Cooperative Society,684000,689000,440100,1,05-06-2023,22-09-2023,,In Progress,TRUE,TRUE,FALSE,,1.01,0.64,618,0.09
MPLADS-02562,SAYANI GHOSH,West Bengal,JADAVPUR,Drinking Water Facility,State Rural Dev Agency,649000,594000,434500,3,24-06-2023,06-03-2024,,In Progress,TRUE,TRUE,FALSE,,0.92,0.73,452,-0.36
MPLADS-02563,SAYANI GHOSH,West Bengal,JADAVPUR,Other Public Facilities,Zila Parishad,522000,582000,523800,2,22-03-2023,22-09-2023,,In Progress,TRUE,TRUE,FALSE,,1.11,0.9,618,-0.31
MPLADS-02564,SAYANI GHOSH,West Bengal,JADAVPUR,Other Public Facilities,Cooperative Society,705000,638000,530900,2,26-06-2024,10-03-2025,29-03-2025,Completed,TRUE,TRUE,FALSE,,0.9,0.83,19,-0.09
MPLADS-02565,SAYANI GHOSH,West Bengal,JADAVPUR,Others,Municipal Corporation,823000,801000,726600,3,23-04-2024,17-12-2024,22-12-2024,Completed,TRUE,TRUE,FALSE,,0.97,0.91,5,1.07
MPLADS-02566,SAYANI GHOSH,West Bengal,JADAVPUR,Education,Municipal Corporation,841000,864000,711600,2,01-08-2024,07-03-2025,09-04-2025,Completed,TRUE,FALSE,FALSE,,1.03,0.82,33,1.28
MPLADS-02567,SELJA,Haryana,SIRSA(SC),Drinking Water Facility,State Rural Dev Agency,456000,429000,218300,2,23-07-2024,22-06-2025,,In Progress,TRUE,TRUE,FALSE,,0.94,0.51,0,-0.54
MPLADS-02568,SELJA,Haryana,SIRSA(SC),Other Public Facilities,Gram Panchayat,559000,509000,437400,1,15-05-2023,25-09-2023,11-09-2023,Completed,TRUE,TRUE,FALSE,,0.91,0.86,-14,0.19
MPLADS-02569,SELJA,Haryana,SIRSA(SC),"Railways, Roads, Pathways & Bridges",Zila Parishad,457000,439000,392000,1,12-08-2023,27-11-2023,19-12-2023,Completed,TRUE,TRUE,FALSE,,0.96,0.89,22,-0.89
MPLADS-02570,SELJA,Haryana,SIRSA(SC),Other Public Facilities,State Rural Dev Agency,642000,693000,281500,1,15-02-2024,02-12-2024,,In Progress,TRUE,TRUE,FALSE,,1.08,0.41,181,1.89
MPLADS-02571,SELJA,Haryana,SIRSA(SC),"Railways, Roads, Pathways & Bridges",Cooperative Society,655000,716000,681700,3,13-10-2023,28-07-2024,05-08-2024,Completed,TRUE,TRUE,FALSE,,1.09,0.95,8,1.43
MPLADS-02572,SELJA,Haryana,SIRSA(SC),Other Public Facilities,Gram Panchayat,355000,351000,0,0,10-10-2024,07-05-2025,,Not Started,TRUE,TRUE,FALSE,,0.99,0,25,-1.27
MPLADS-02573,SELJA,Haryana,SIRSA(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,374000,371000,0,0,19-08-2023,31-03-2024,,Not Started,TRUE,TRUE,FALSE,,0.99,0,427,-1.45
MPLADS-02574,SELJA,Haryana,SIRSA(SC),Others,State Rural Dev Agency,580000,628000,196700,1,10-06-2023,25-10-2023,,Stalled,TRUE,TRUE,FALSE,,1.08,0.31,585,1.35
MPLADS-02575,SELVAGANAPATHI T M,Tamil Nadu,SALEM,Other Public Facilities,District PWD,665000,618000,0,0,09-12-2023,28-09-2024,,Not Started,TRUE,TRUE,FALSE,,0.93,0,246,-0.9
MPLADS-02576,SELVAGANAPATHI T M,Tamil Nadu,SALEM,Other Public Facilities,Zila Parishad,1161000,1137000,357400,1,28-01-2024,25-06-2024,,In Progress,TRUE,TRUE,FALSE,,0.98,0.31,341,0.27
MPLADS-02577,SELVAGANAPATHI T M,Tamil Nadu,SALEM,Other Public Facilities,State Rural Dev Agency,1080000,1115000,909000,2,13-10-2024,08-02-2025,16-03-2025,Completed,TRUE,TRUE,TRUE,duplicate_work,1.03,0.82,36,0.22
MPLADS-02578,SELVAGANAPATHI T M,Tamil Nadu,SALEM,"Railways, Roads, Pathways & Bridges",Municipal Corporation,1115000,1098000,445100,1,24-03-2023,21-08-2023,,In Progress,TRUE,TRUE,FALSE,,0.98,0.41,650,0.31
MPLADS-02579,SELVAGANAPATHI T M,Tamil Nadu,SALEM,Other Public Facilities,District PWD,644000,675000,527900,3,16-09-2024,03-09-2025,03-09-2025,Completed,TRUE,TRUE,FALSE,,1.05,0.78,0,-0.77
MPLADS-02580,SELVAGANAPATHI T M,Tamil Nadu,SALEM,Others,Gram Panchayat,768000,836000,683700,3,15-01-2024,18-06-2024,27-07-2024,Completed,TRUE,TRUE,FALSE,,1.09,0.82,39,0.01
MPLADS-02581,SELVARAJ V,Tamil Nadu,NAGAPATTINAM(SC),Education,Gram Panchayat,930000,902000,633900,2,19-07-2024,30-11-2024,,In Progress,TRUE,TRUE,FALSE,,0.97,0.7,183,-0.26
MPLADS-02582,SELVARAJ V,Tamil Nadu,NAGAPATTINAM(SC),Drinking Water Facility,Cooperative Society,921000,1048000,464000,2,13-01-2024,25-09-2024,,In Progress,TRUE,TRUE,FALSE,,1.14,0.44,249,0.4
MPLADS-02583,SELVARAJ V,Tamil Nadu,NAGAPATTINAM(SC),Other Public Facilities,Zila Parishad,1136000,1140000,984800,2,24-07-2023,08-03-2024,29-03-2024,Completed,TRUE,TRUE,FALSE,,1,0.86,21,0.28
MPLADS-02584,SELVARAJ V,Tamil Nadu,NAGAPATTINAM(SC),Other Public Facilities,Zila Parishad,1152000,1084000,493400,1,14-08-2024,05-12-2024,,In Progress,TRUE,TRUE,FALSE,,0.94,0.46,178,0.15
MPLADS-02585,SELVARAJ V,Tamil Nadu,NAGAPATTINAM(SC),Other Public Facilities,State Rural Dev Agency,800000,883000,342800,1,01-07-2023,27-02-2024,,Stalled,TRUE,TRUE,FALSE,,1.1,0.39,460,-0.3
MPLADS-02586,SELVARAJ V,Tamil Nadu,NAGAPATTINAM(SC),Other Public Facilities,Cooperative Society,1131000,1024000,0,0,06-12-2023,10-05-2024,,Not Started,TRUE,TRUE,FALSE,,0.91,0,387,0.02
MPLADS-02587,SHAFI PARAMBIL,Kerala,VADAKARA,Others,State Rural Dev Agency,754000,822000,695100,2,13-03-2023,05-07-2023,24-07-2023,Completed,FALSE,TRUE,FALSE,,1.09,0.85,19,0.94
MPLADS-02588,SHAFI PARAMBIL,Kerala,VADAKARA,"Railways, Roads, Pathways & Bridges",Municipal Corporation,828000,783000,0,0,26-04-2024,28-10-2024,,Not Started,TRUE,TRUE,FALSE,,0.95,0,216,0.24
MPLADS-02589,SHAFI PARAMBIL,Kerala,VADAKARA,Drinking Water Facility,State Rural Dev Agency,832000,949000,797000,2,04-07-2024,03-11-2024,09-12-2024,Completed,TRUE,TRUE,FALSE,,1.14,0.84,36,0.86
MPLADS-02590,SHAFI PARAMBIL,Kerala,VADAKARA,Education,Gram Panchayat,494000,461000,398100,4,25-01-2023,21-07-2023,28-07-2023,Completed,TRUE,TRUE,FALSE,,0.93,0.86,7,-2.13
MPLADS-02591,SHAFI PARAMBIL,Kerala,VADAKARA,Other Public Facilities,Cooperative Society,594000,583000,508600,3,10-02-2023,06-08-2023,12-08-2023,Completed,TRUE,TRUE,FALSE,,0.98,0.87,6,-0.49
MPLADS-02592,SHAFI PARAMBIL,Kerala,VADAKARA,Sanitation & Public Health,Municipal Corporation,663000,621000,534100,2,26-03-2024,30-06-2024,28-06-2024,Completed,TRUE,TRUE,FALSE,,0.94,0.86,-2,0.92
MPLADS-02593,SHAFI PARAMBIL,Kerala,VADAKARA,Other Public Facilities,Gram Panchayat,663000,609000,0,0,16-08-2024,25-06-2025,,Not Started,TRUE,TRUE,FALSE,,0.92,0,0,-0.44
MPLADS-02594,SHAFI PARAMBIL,Kerala,VADAKARA,"Railways, Roads, Pathways & Bridges",Zila Parishad,907000,827000,691400,3,03-11-2024,28-03-2025,07-05-2025,Completed,TRUE,TRUE,FALSE,,0.91,0.84,40,0.52
MPLADS-02595,SHAFI PARAMBIL,Kerala,VADAKARA,"Railways, Roads, Pathways & Bridges",Cooperative Society,508000,566000,506200,1,28-09-2023,22-03-2024,18-03-2024,Completed,TRUE,TRUE,FALSE,,1.11,0.89,-4,-1.15
MPLADS-02596,SHAMBHAVI,Bihar,SAMASTIPUR(SC),Other Public Facilities,Cooperative Society,728000,796000,0,0,18-05-2024,25-04-2025,,Not Started,TRUE,TRUE,FALSE,,1.09,0,37,0.63
MPLADS-02597,SHAMBHAVI,Bihar,SAMASTIPUR(SC),"Railways, Roads, Pathways & Bridges",Municipal Corporation,683000,686000,584300,2,31-03-2024,09-12-2024,22-12-2024,Completed,TRUE,TRUE,FALSE,,1,0.85,13,0.05
MPLADS-02598,SHAMBHAVI,Bihar,SAMASTIPUR(SC),Drinking Water Facility,District PWD,705000,775000,712100,2,31-08-2024,13-04-2025,07-04-2025,Completed,TRUE,TRUE,FALSE,,1.1,0.92,-6,0.26
MPLADS-02599,SHAMBHAVI,Bihar,SAMASTIPUR(SC),Other Public Facilities,Municipal Corporation,628000,603000,0,0,15-08-2023,18-06-2024,,Not Started,TRUE,TRUE,FALSE,,0.96,0,348,-0.31
MPLADS-02600,SHAMBHAVI,Bihar,SAMASTIPUR(SC),Sanitation & Public Health,Cooperative Society,504000,592000,235400,1,12-06-2023,26-01-2024,,In Progress,FALSE,TRUE,TRUE,no_tender_high_value,1.17,0.4,492,-0.56
MPLADS-02601,SHAMBHAVI,Bihar,SAMASTIPUR(SC),Other Public Facilities,State Rural Dev Agency,727000,787000,599800,2,29-10-2023,18-05-2024,17-06-2024,Completed,TRUE,TRUE,FALSE,,1.08,0.76,30,0.58
MPLADS-02602,SHAMBHAVI,Bihar,SAMASTIPUR(SC),Others,Zila Parishad,497000,560000,184500,0,27-10-2023,04-01-2023,,Stalled,TRUE,TRUE,TRUE,delayed_stalled,1.13,0.33,879,-0.39
MPLADS-02603,SHAMBHAVI,Bihar,SAMASTIPUR(SC),"Railways, Roads, Pathways & Bridges",Cooperative Society,678000,632000,591700,3,20-08-2024,18-07-2025,02-09-2025,Completed,TRUE,TRUE,FALSE,,0.93,0.94,46,-0.13
MPLADS-02604,SHAMBHAVI,Bihar,SAMASTIPUR(SC),Drinking Water Facility,State Rural Dev Agency,806000,893000,587900,2,04-06-2024,17-01-2025,,In Progress,TRUE,TRUE,FALSE,,1.11,0.66,135,0.6
MPLADS-02605,Shankar Lalwani,Madhya Pradesh,INDORE,Other Public Facilities,State Rural Dev Agency,254000,273000,118200,1,24-06-2023,11-10-2023,,Stalled,TRUE,TRUE,FALSE,,1.07,0.43,599,-0.56
MPLADS-02606,Shankar Lalwani,Madhya Pradesh,INDORE,Other Public Facilities,Cooperative Society,280000,255000,115900,1,18-11-2023,01-10-2024,,In Progress,TRUE,TRUE,FALSE,,0.91,0.45,243,-0.7
MPLADS-02607,Shankar Lalwani,Madhya Pradesh,INDORE,"Railways, Roads, Pathways & Bridges",Gram Panchayat,252000,276000,0,0,23-06-2023,18-12-2023,,Not Started,TRUE,TRUE,FALSE,,1.1,0,531,-0.85
MPLADS-02608,Shankar Lalwani,Madhya Pradesh,INDORE,"Railways, Roads, Pathways & Bridges",Zila Parishad,319000,342000,167100,1,15-01-2023,11-10-2023,,In Progress,TRUE,TRUE,TRUE,duplicate_work,1.07,0.49,599,0.11
MPLADS-02609,Shankar Lalwani,Madhya Pradesh,INDORE,Others,District PWD,263000,269000,210400,2,18-08-2023,16-07-2024,03-07-2024,Completed,TRUE,TRUE,FALSE,,1.02,0.78,-13,-0.47
MPLADS-02610,Shankar Lalwani,Madhya Pradesh,INDORE,Drinking Water Facility,Cooperative Society,345000,332000,294700,4,27-10-2024,17-04-2025,16-05-2025,Completed,TRUE,TRUE,FALSE,,0.96,0.89,29,-0.04
MPLADS-02611,Shankar Lalwani,Madhya Pradesh,INDORE,Other Public Facilities,State Rural Dev Agency,381000,378000,0,0,13-01-2023,26-06-2023,,Not Started,TRUE,TRUE,FALSE,,0.99,0,706,0.21
MPLADS-02612,SHASHANK MANI,Uttar Pradesh,DEORIA,"Railways, Roads, Pathways & Bridges",Cooperative Society,320000,298000,200900,3,22-08-2023,16-07-2024,,In Progress,TRUE,TRUE,FALSE,,0.93,0.67,320,-0.52
MPLADS-02613,SHASHANK MANI,Uttar Pradesh,DEORIA,Drinking Water Facility,State Rural Dev Agency,285000,270000,85300,1,12-04-2023,10-09-2023,,Stalled,TRUE,TRUE,FALSE,,0.95,0.32,630,-0.63
MPLADS-02614,SHASHANK MANI,Uttar Pradesh,DEORIA,"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,243000,256000,0,0,04-07-2024,27-03-2025,,Not Started,TRUE,TRUE,FALSE,,1.05,0,66,-0.85
MPLADS-02615,SHASHANK MANI,Uttar Pradesh,DEORIA,Education,Cooperative Society,417000,431000,360300,2,19-06-2024,16-10-2024,28-11-2024,Completed,TRUE,TRUE,FALSE,,1.03,0.84,43,0.18
MPLADS-02616,SHASHANK MANI,Uttar Pradesh,DEORIA,Other Public Facilities,Zila Parishad,297000,325000,0,0,28-10-2024,29-07-2025,,Not Started,TRUE,TRUE,FALSE,,1.09,0,0,-0.35
MPLADS-02617,Shatrughan Sinha,West Bengal,ASANSOL,"Railways, Roads, Pathways & Bridges",Cooperative Society,583000,646000,36200,0,11-02-2023,20-08-2023,,Stalled,TRUE,TRUE,FALSE,,1.11,0.06,651,-0.14
MPLADS-02618,Shatrughan Sinha,West Bengal,ASANSOL,Education,Zila Parishad,774000,886000,577300,2,14-07-2023,16-12-2023,,In Progress,TRUE,TRUE,FALSE,,1.14,0.65,533,1.43
MPLADS-02619,SHER SINGH GHUBAYA,Punjab,FIROZPUR,Others,State Rural Dev Agency,247000,243000,218500,2,19-06-2024,02-05-2025,12-06-2025,Completed,TRUE,TRUE,FALSE,,0.98,0.9,41,-0.44
MPLADS-02620,SHER SINGH GHUBAYA,Punjab,FIROZPUR,"Railways, Roads, Pathways & Bridges",Municipal Corporation,159000,178000,57300,1,03-05-2024,19-03-2025,,In Progress,TRUE,TRUE,FALSE,,1.12,0.32,74,-0.83
MPLADS-02621,SHER SINGH GHUBAYA,Punjab,FIROZPUR,Others,Gram Panchayat,253000,266000,212800,2,11-10-2024,16-03-2025,07-04-2025,Completed,TRUE,TRUE,FALSE,,1.05,0.8,22,-0.36
MPLADS-02622,SHER SINGH GHUBAYA,Punjab,FIROZPUR,Other Public Facilities,Municipal Corporation,197000,218000,177800,3,22-07-2023,01-02-2024,17-03-2024,Completed,TRUE,TRUE,FALSE,,1.11,0.82,45,-0.25
MPLADS-02623,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,"Railways, Roads, Pathways & Bridges",Cooperative Society,342000,338000,254900,2,05-08-2024,10-03-2025,16-03-2025,Completed,TRUE,TRUE,FALSE,,0.99,0.75,6,0.05
MPLADS-02624,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,Other Public Facilities,State Rural Dev Agency,341000,392000,0,0,29-03-2024,29-01-2025,,Not Started,TRUE,TRUE,FALSE,,1.15,0,123,0.31
MPLADS-02625,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,"Railways, Roads, Pathways & Bridges",Municipal Corporation,286000,318000,90600,1,12-04-2024,18-07-2024,,Stalled,TRUE,TRUE,FALSE,,1.11,0.28,318,-0.24
MPLADS-02626,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,"Railways, Roads, Pathways & Bridges",Municipal Corporation,261000,291000,141900,1,19-05-2024,19-04-2025,,In Progress,TRUE,TRUE,FALSE,,1.11,0.49,43,-0.64
MPLADS-02627,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,Education,Municipal Corporation,392000,428000,358200,2,22-10-2024,31-08-2025,21-09-2025,Completed,TRUE,TRUE,FALSE,,1.09,0.84,21,1.2
MPLADS-02628,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,Other Public Facilities,Zila Parishad,329000,366000,222400,2,25-11-2024,17-03-2025,,In Progress,TRUE,TRUE,FALSE,,1.11,0.61,76,0.12
MPLADS-02629,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,"Railways, Roads, Pathways & Bridges",Gram Panchayat,354000,322000,253700,2,14-05-2024,26-01-2025,04-03-2025,Completed,TRUE,TRUE,FALSE,,0.91,0.79,37,-0.19
MPLADS-02630,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,Other Public Facilities,District PWD,283000,273000,224200,2,17-06-2023,30-11-2023,24-01-2024,Completed,TRUE,TRUE,FALSE,,0.96,0.82,55,-0.56
MPLADS-02631,SHIVRAJ SINGH CHOUHAN,Madhya Pradesh,VIDISHA,"Railways, Roads, Pathways & Bridges",Zila Parishad,425000,447000,374300,2,29-03-2024,11-11-2024,21-11-2024,Completed,TRUE,TRUE,FALSE,,1.05,0.84,10,1.63
MPLADS-02632,SHIVRAJ SINGH CHOUHAN,Madhya Pradesh,VIDISHA,"Railways, Roads, Pathways & Bridges",Municipal Corporation,376000,394000,0,0,22-04-2023,04-01-2024,,Not Started,TRUE,TRUE,FALSE,,1.05,0,514,0.86
MPLADS-02633,SHOBHA KARANDLAJE,Karnataka,BANGALORE NORTH,Sanitation & Public Health,Zila Parishad,831000,952000,491800,1,27-06-2024,11-12-2024,,In Progress,TRUE,TRUE,FALSE,,1.15,0.52,172,1.48
